iter	Logloss
522	0.07712393099
523	0.07710477843
524	0.07679048943
525	0.07653986397
526	0.07645999728
527	0.07625403167
528	0.0760853198
529	0.07585012525
530	0.07564202898
531	0.07541039791
532	0.07533428544
533	0.07508761889
534	0.07488961761
535	0.07482009712
536	0.07468469406
537	0.07454555073
538	0.07439875941
539	0.07419846931
540	0.07405863748
541	0.07386749335
542	0.07351301514
543	0.07331209237
544	0.07318876607
545	0.0729673742
546	0.07271028236
547	0.07250953171
548	0.07243583367
549	0.07234477876
550	0.07225514273
551	0.0721562863
552	0.07204246883
553	0.0718360194
554	0.07180465051
555	0.07166299507
556	0.07159232552
557	0.07144117521
558	0.0712562695
559	0.07119677886
560	0.07096922766
561	0.0707564328
562	0.07065067271
563	0.07049957357
564	0.07034837674
565	0.07016007967
566	0.0700050728
567	0.06985956079
568	0.06974583636
569	0.06967438061
570	0.0695735238
571	0.06939573575
572	0.06931274288
573	0.06917341812
574	0.06904367197
575	0.06897063452
576	0.06878732446
577	0.06866189543
578	0.06846551773
579	0.0682488384
580	0.0681553272
581	0.0679886762
582	0.06789998919
583	0.06769299547
584	0.06756945518
585	0.06736088905
586	0.06715778911
587	0.06694849726
588	0.06685370674
589	0.06675927444
590	0.06663058896
591	0.06648864974
592	0.06623765676
593	0.06611807538
594	0.06606517672
595	0.06597570817
596	0.06577077996
597	0.06569336957
598	0.06559127996
599	0.06542286583
600	0.06538620754
601	0.06532995939
602	0.06515062686
603	0.06505729244
604	0.06488839449
605	0.06479271543
606	0.06468719724
607	0.06464162559
608	0.06452163483
609	0.06443821861
610	0.06432281013
611	0.06414819014
612	0.06395873937
613	0.06376579488
614	0.06366405418
615	0.0635244596
616	0.06346653206
617	0.06332725848
618	0.06319590271
619	0.06309137542
620	0.06299427282
621	0.06291411771
622	0.062853906
623	0.06270836143
624	0.06259110608
625	0.0625409661
626	0.06249259856
627	0.06235503229
628	0.06210712363
629	0.06204931705
630	0.06197115767
631	0.06186832373
632	0.0616873304
633	0.06156440418
634	0.06145174042
635	0.06133591326
636	0.06123398647
637	0.06117083001
638	0.06107497882
639	0.06089353424
640	0.06074864096
641	0.0606547576
642	0.06052448111
643	0.06035151261
644	0.06027680506
645	0.06019290038
646	0.06012465921
647	0.06003304605
648	0.05994432648
649	0.05989851758
650	0.05975920678
651	0.05965155329
652	0.05954289496
653	0.05934505651
654	0.05914484084
655	0.05905959171
656	0.0589110326
657	0.05876600441
658	0.05863272734
659	0.05855181394
660	0.0584683419
661	0.05834964906
662	0.05825245808
663	0.05813922677
664	0.05796254591
665	0.05777239267
666	0.05761606926
667	0.05748616959
668	0.05742262701
669	0.05727177443
670	0.05719788099
671	0.05715449117
672	0.05708594296
673	0.0569542755
674	0.05678840605
675	0.05669081034
676	0.05662345306
677	0.0564219069
678	0.05627996303
679	0.05610566869
680	0.05604443818
681	0.05598622687
682	0.05585631324
683	0.05575231628
684	0.05556665229
685	0.05548911163
686	0.05539649828
687	0.05528197835
688	0.05519749681
689	0.05505042171
690	0.05496402817
691	0.05475819746
692	0.05464806443
693	0.05454880792
694	0.05447694279
695	0.05436054807
696	0.05429027395
697	0.05417303721
698	0.05406313212
699	0.05394130379
700	0.05386242799
701	0.05373658958
702	0.05367516834
703	0.05349569159
704	0.05332437457
705	0.05318927854
706	0.05303672796
707	0.05293542455
708	0.05287909732
709	0.05276230717
710	0.05270605903
711	0.05262291729
712	0.05251365884
713	0.05229241584
714	0.05227763157
715	0.0522371865
716	0.05206106854
717	0.05194442261
718	0.05182369682
719	0.05166061861
720	0.05158306865
721	0.05147907634
722	0.05141493364
723	0.05134786944
724	0.05126766781
725	0.0512168998
726	0.05112103
727	0.05104307996
728	0.05101703769
729	0.05092189362
730	0.0508763871
731	0.05070640987
732	0.05059250866
733	0.05045023449
734	0.05032395879
735	0.05024219405
736	0.05007356593
737	0.04998096188
738	0.04982902537
739	0.04974788402
740	0.04964137494
741	0.04958371257
742	0.04950945162
743	0.04946645257
744	0.04935592876
745	0.04928745963
746	0.04924302309
747	0.04919136654
748	0.04902984677
749	0.04894892871
750	0.04885614324
751	0.04881550743
752	0.04872160081
753	0.04863439316
754	0.04849186313
755	0.0484461147
756	0.04838159983
757	0.04832495626
758	0.04826505625
759	0.04815495112
760	0.04803679792
761	0.04800909021
762	0.04789109518
763	0.04784821243
764	0.04767160136
765	0.04760223904
766	0.04752953653
767	0.0474854675
768	0.04737914451
769	0.0473149832
770	0.04714040508
771	0.04705760294
772	0.04687765168
773	0.04676575551
774	0.04663339955
775	0.04658206864
776	0.04645974719
777	0.04634368742
778	0.04622562726
779	0.04618823395
780	0.04609865374
781	0.04604991404
782	0.04599875526
783	0.0458774433
784	0.04576384913
785	0.04561149858
786	0.04557331442
787	0.04556389863
788	0.04543714376
789	0.04530267576
790	0.04522089708
791	0.04515719632
792	0.04508963435
793	0.04497466782
794	0.04491817312
795	0.04486544659
796	0.04476349189
797	0.04469964227
798	0.04465076765
799	0.04455480946
800	0.04452010969
801	0.04449246711
802	0.04441404722
803	0.04432643019
804	0.04430862673
805	0.04423188158
806	0.04417704766
807	0.04410642463
808	0.0440774376
809	0.04401945889
810	0.04398410318
811	0.04393483779
812	0.04389425316
813	0.04380993444
814	0.04373251009
815	0.04367485237
816	0.04365543929
817	0.04362398667
818	0.04350513566
819	0.04337258896
820	0.04331031639
821	0.04323061718
822	0.04310310402
823	0.04305543894
824	0.04301023016
825	0.04297306014
826	0.04286728609
827	0.04279122014
828	0.04268547866
829	0.04258968329
830	0.04255732351
831	0.04248591894
832	0.04242949867
833	0.04233844376
834	0.04227584554
835	0.04223318144
836	0.04217211841
837	0.04207592761
838	0.04199250675
839	0.0419620264
840	0.04192287461
841	0.04182043609
842	0.04174369559
843	0.04165895819
844	0.0416148659
845	0.04158472516
846	0.04155040221
847	0.04149607072
848	0.04145318331
849	0.04142197724
850	0.04137661029
851	0.04131008573
852	0.04123636907
853	0.04119650086
854	0.04110239884
855	0.0410705694
856	0.04100659883
857	0.04093230066
858	0.04091097559
859	0.04086805562
860	0.04078594198
861	0.0407560478
862	0.04069853429
863	0.04061806284
864	0.04059083429
865	0.04051482417
866	0.04050920447
867	0.04045964135
868	0.04039476362
869	0.0403366593
870	0.04028675193
871	0.04024883293
872	0.04016731476
873	0.04016227191
874	0.04009734767
875	0.04001779267
876	0.03999322975
877	0.03997793376
878	0.03989649467
879	0.03980569097
880	0.03973814761
881	0.03969924238
882	0.0396466368
883	0.03960660111
884	0.03955093448
885	0.03953674567
886	0.03948868052
887	0.03945406448
888	0.03938145037
889	0.03933960037
890	0.03932357866
891	0.03925448616
892	0.0391929114
893	0.03916323121
894	0.03913430931
895	0.03908029416
896	0.0390695944
897	0.03900046934
898	0.03891329425
899	0.03888600058
900	0.0388348604
901	0.03879658785
902	0.03872768608
903	0.03868466144
904	0.0385903245
905	0.03850555453
906	0.03847874002
907	0.03842839767
908	0.03834912645
909	0.0382638843
910	0.03820471466
911	0.03814750354
912	0.03810990786
913	0.03802273045
914	0.03798566743
915	0.03791401164
916	0.03787552044
917	0.03780905868
918	0.03776391967
919	0.03774059188
920	0.03767693067
921	0.03767032008
922	0.0376057145
923	0.03756620217
924	0.03749972878
925	0.03744609278
926	0.03743064559
927	0.03740284716
928	0.0373079636
929	0.03728191668
930	0.03722408916
931	0.03715709474
932	0.03711450041
933	0.03707271322
934	0.03701864457
935	0.03699939199
936	0.03689030567
937	0.03680758262
938	0.03677554848
939	0.03670208304
940	0.03667829237
941	0.03663849161
942	0.03658297849
943	0.03656809886
944	0.03651008758
945	0.0364813378
946	0.0364628249
947	0.03639982196
948	0.03638687758
949	0.03626930589
950	0.03619263983
951	0.03614021801
952	0.03612076306
953	0.03605609003
954	0.03601345849
955	0.03599672965
956	0.03598197097
957	0.03590571429
958	0.0358514991
959	0.03580584836
960	0.03575002123
961	0.0356867601
962	0.03567302487
963	0.03563275425
964	0.03556728571
965	0.03551653631
966	0.03550348726
967	0.03544513871
968	0.03541044127
969	0.03538089599
970	0.03530803997
971	0.03523601667
972	0.03518691177
973	0.03511710053
974	0.03509053723
975	0.03505762385
976	0.03500795373
977	0.03495777421
978	0.03486551442
979	0.03483298949
980	0.03478943451
981	0.03473017648
982	0.03472661067
983	0.03466639897
984	0.03465324292
985	0.0346288754
986	0.03458086606
987	0.03452185924
988	0.0344495196
989	0.03443278612
990	0.03442664539
991	0.0343768706
992	0.03428153579
993	0.03422624364
994	0.03420308565
995	0.03418630332
996	0.03408682817
997	0.0340364207
998	0.03398889518
999	0.03396138983
